ticker,Total Assets,Total Revenue,description,profitability_ratio,generated_prompt,generated_sentiment_label,generated_sentiment_score,hidden_competitor_cluster,sector
NODK,617603000.0,306357000.0,"NI Holdings, Inc. underwrites property and casualty insurance products in the United States. The company's products include private passenger auto, non-standard auto, homeowners, farm owners, crop hail and multi-peril crop, and liability insurance policies. The company was founded in 1946 and is headquartered in Fargo, North Dakota. NI Holdings, Inc. operates as a subsidiary of Nodak Mutual Group, Inc.",0.4960419557547486,"The company aims for growth and expansion based on the following information: NI Holdings, Inc. underwrites property and casualty insurance products in the United States. The company's products include private passenger auto, non-standard auto, homeowners, farm owners, crop hail and multi-peril crop, and liability insurance policies. The company was founded in 1946 and is headquartered in Fargo, North Dakota. NI Holdings, Inc. operates as a subsidiary of Nodak Mutual Group, Inc. How successful does this suggest the company is?",Neutral,0.7287721037864685,12,Finance
EXEL,2137333000.0,987538000.0,"Exelixis, Inc., an oncology-focused biotechnology company, focuses on the discovery, development, and commercialization of new medicines to treat cancers in the United States. The company's products include CABOMETYX tablets for the treatment of patients with advanced renal cell carcinoma who received prior anti-angiogenic therapy; and COMETRIQ capsules for the treatment of patients with progressive and metastatic medullary thyroid cancer. Its CABOMETYX and COMETRIQ are derived from cabozantinib, an inhibitor of multiple tyrosine kinases, including MET, AXL, RET, and VEGF receptors. The company also offers COTELLIC, an inhibitor of MEK as a combination regimen to treat advanced melanoma; and MINNEBRO, an oral non-steroidal selective blocker of the mineralocorticoid receptor for the treatment of hypertension in Japan. In addition, Exelixis, Inc. is developing XL092, an oral tyrosine kinase inhibitor that targets VEGF receptors, MET, AXL, MER, and other kinases implicated in growth and spread of cancer. Exelixis, Inc. has research collaborations and license agreements with Ipsen Pharma SAS; Takeda Pharmaceutical Company Ltd.; F. Hoffmann-La Roche Ltd.; Redwood Bioscience, Inc.; R.P. Scherer Technologies, LLC; Catalent Pharma Solutions, Inc.; NBE Therapeutics AG; Aurigene Discovery Technologies Limited; Iconic Therapeutics, Inc.; Invenra, Inc.; StemSynergy Therapeutics, Inc.; Genentech, Inc.; GlaxoSmithKline; Bristol-Myers Squibb Company; and Daiichi Sankyo Company, Limited. The company was formerly known as Exelixis Pharmaceuticals, Inc. and changed its name to Exelixis, Inc. in February 2000. Exelixis, Inc. was founded in 1994 and is headquartered in Alameda, California.",0.4620421806054555,"The company aims for growth and expansion based on the following information: Exelixis, Inc., an oncology-focused biotechnology company, focuses on the discovery, development, and commercialization of new medicines to treat cancers in the United States. The company's products include CABOMETYX tablets for the treatment of patients with advanced renal cell carcinoma who received prior anti-angiogenic therapy; and COMETRIQ capsules for the treatment of patients with progressive and metastatic medullary thyroid cancer. Its CABOMETYX and COMETRIQ are derived from cabozantinib, an inhibitor of multiple tyrosine kinases, including MET, AXL, RET, and VEGF receptors. The company also offers COTELLIC, an inhibitor of MEK as a combination regimen to treat advanced melanoma; and MINNEBRO, an oral non-steroidal selective blocker of the mineralocorticoid receptor for the treatment of hypertension in Japan. In addition, Exelixis, Inc. is developing XL092, an oral tyrosine kinase inhibitor that targets VEGF receptors, MET, AXL, MER, and other kinases implicated in growth and spread of cancer. Exelixis, Inc. has research collaborations and license agreements with Ipsen Pharma SAS; Takeda Pharmaceutical Company Ltd.; F. Hoffmann-La Roche Ltd.; Redwood Bioscience, Inc.; R.P. Scherer Technologies, LLC; Catalent Pharma Solutions, Inc.; NBE Therapeutics AG; Aurigene Discovery Technologies Limited; Iconic Therapeutics, Inc.; Invenra, Inc.; StemSynergy Therapeutics, Inc.; Genentech, Inc.; GlaxoSmithKline; Bristol-Myers Squibb Company; and Daiichi Sankyo Company, Limited. The company was formerly known as Exelixis Pharmaceuticals, Inc. and changed its name to Exelixis, Inc. in February 2000. Exelixis, Inc. was founded in 1994 and is headquartered in Alameda, California. How successful does this suggest the company is?",Neutral,0.9999668598175049,16,Technology
MFNC,1501730000.0,64005000.0,"Mackinac Financial Corporation operates as the bank holding company for mBank that provides commercial and retail banking products and services in the United States. It offers interest bearing and non-interest bearing accounts, such as commercial and retail checking accounts, negotiable order of withdrawal accounts, money market accounts, individual retirement accounts, regular interest-bearing statement savings accounts, certificates of deposit, time deposits, and interest bearing transaction accounts. The company provides loan products, including commercial loans to entities within real estate Â operators of nonresidential buildings industry; consumer loan products comprising installment, mortgages, home equity loans, and residential mortgage loans; and commercial and governmental lease financing, as well as offers safe deposit facilities. It has 28 branch locations, including 10 in the Upper Peninsula, 10 in the Lower Peninsula, 1 in Southeast Michigan, Michigan, and 7 in Wisconsin. The company was formerly known as North Country Financial Corporation and changed its name to Mackinac Financial Corporation in December 2004. Mackinac Financial Corporation was incorporated in 1974 and is headquartered in Manistique, Michigan.",0.042620843959966175,"The company aims for growth and expansion based on the following information: Mackinac Financial Corporation operates as the bank holding company for mBank that provides commercial and retail banking products and services in the United States. It offers interest bearing and non-interest bearing accounts, such as commercial and retail checking accounts, negotiable order of withdrawal accounts, money market accounts, individual retirement accounts, regular interest-bearing statement savings accounts, certificates of deposit, time deposits, and interest bearing transaction accounts. The company provides loan products, including commercial loans to entities within real estate Â operators of nonresidential buildings industry; consumer loan products comprising installment, mortgages, home equity loans, and residential mortgage loans; and commercial and governmental lease financing, as well as offers safe deposit facilities. It has 28 branch locations, including 10 in the Upper Peninsula, 10 in the Lower Peninsula, 1 in Southeast Michigan, Michigan, and 7 in Wisconsin. The company was formerly known as North Country Financial Corporation and changed its name to Mackinac Financial Corporation in December 2004. Mackinac Financial Corporation was incorporated in 1974 and is headquartered in Manistique, Michigan. How successful does this suggest the company is?",Neutral,0.9998641014099121,1,Retail
TCMD,174087000.0,187130000.0,"Tactile Systems Technology, Inc., a medical technology company, engages in the development and provision of medical devices for chronic diseases in the United States. The company offers Flexitouch Plus system, a pneumatic compression device for the treatment of lymphedema; and Entre system, a portable pneumatic compression device that is used for the at-home treatment of venous disorders, such as lymphedema and chronic venous insufficiency, including venous leg ulcers. The company was incorporated in 1995 and is headquartered in Minneapolis, Minnesota.",1.0749223089604623,"The company aims for growth and expansion based on the following information: Tactile Systems Technology, Inc., a medical technology company, engages in the development and provision of medical devices for chronic diseases in the United States. The company offers Flexitouch Plus system, a pneumatic compression device for the treatment of lymphedema; and Entre system, a portable pneumatic compression device that is used for the at-home treatment of venous disorders, such as lymphedema and chronic venous insufficiency, including venous leg ulcers. The company was incorporated in 1995 and is headquartered in Minneapolis, Minnesota. How successful does this suggest the company is?",Neutral,0.994976282119751,9,Technology
MSA,1872484000.0,1348223000.0,"MSA Safety Incorporated develops, manufactures, and supplies safety products that protect people and facility infrastructures in the oil, gas, petrochemical, fire service, construction, industrial manufacturing applications, utilities, military, and mining industries in North America, Latin America, and internationally. The company's core product offerings include permanently installed fixed gas and flame detection instruments, such as permanently installed gas detection monitoring systems, and flame detectors and open-path infrared gas detectors, as well as replacement components and related services to detect the presence or absence of various gases in the air. Its core product offerings also comprise breathing apparatus products, such as self-contained breathing apparatus; hand-held portable gas detection instruments; industrial head protection products; firefighter helmets and protective apparel; and fall protection equipment, including confined space equipment, harnesses, lanyards, and self-retracting lifelines, as well as engineered systems. In addition, the company offers air-purifying respirators, eye and face protection products, ballistic helmets, and gas masks. It serves distributors and end-users through indirect and direct sales channels. The company offers its product under the V-Gard, Cairns, and Gallet brand names. MSA Safety Incorporated was founded in 1914 and is based in Cranberry Township, Pennsylvania.",0.7200184354045215,"The company aims for growth and expansion based on the following information: MSA Safety Incorporated develops, manufactures, and supplies safety products that protect people and facility infrastructures in the oil, gas, petrochemical, fire service, construction, industrial manufacturing applications, utilities, military, and mining industries in North America, Latin America, and internationally. The company's core product offerings include permanently installed fixed gas and flame detection instruments, such as permanently installed gas detection monitoring systems, and flame detectors and open-path infrared gas detectors, as well as replacement components and related services to detect the presence or absence of various gases in the air. Its core product offerings also comprise breathing apparatus products, such as self-contained breathing apparatus; hand-held portable gas detection instruments; industrial head protection products; firefighter helmets and protective apparel; and fall protection equipment, including confined space equipment, harnesses, lanyards, and self-retracting lifelines, as well as engineered systems. In addition, the company offers air-purifying respirators, eye and face protection products, ballistic helmets, and gas masks. It serves distributors and end-users through indirect and direct sales channels. The company offers its product under the V-Gard, Cairns, and Gallet brand names. MSA Safety Incorporated was founded in 1914 and is based in Cranberry Township, Pennsylvania. How successful does this suggest the company is?",Neutral,0.9938603639602661,4,Energy
NTAP,7522000000.0,5412000000.0,"NetApp, Inc. provides software, systems, and services to manage and share data on-premises, and private and public clouds worldwide. The company offers cloud data services, including NetApp Cloud Volumes Service for AWS, NetApp Cloud Sync, NetApp Cloud Tiering, NetApp Global File Cache, NetApp SaaS Backup, NetApp Cloud Manager, NetApp Fabric Orchestrator, and NetApp Cloud Insights. It also provides hybrid cloud solutions, such as NetApp ONTAP Storage Operating System, NetApp AFF A-series, NetApp AFF C190, NetApp FAS Series, FlexPod, NetApp ONTAP Select, NetApp MAX Data, NetApp Data Availability Services, NetApp SnapCenter Backup Management Software, NetApp SnapMirror Data Replication Software, NetApp SnapLock Data Compliance Software, NetApp StorageGRID Object Storage Software, NetApp Element Operating System, NetApp SolidFire, NetApp HCI, NetApp SANtricity Storage Operating System, NetApp EF-Series, NetApp E-Series, NetApp Active IQ Predictive Analytics and Support, NetApp OnCommand Insight, and NetApp OnCommand Workflow Automation. Further, it provides software maintenance, hardware maintenance, and other services, including professional services, global support solutions, and customer education and training. It serves the energy, financial services, government, high technology, internet, life sciences, healthcare services, manufacturing, media, entertainment, animation, video postproduction, and telecommunications through a direct sales force and an ecosystem of partners. NetApp has strategic partnership with Fujitsu for data management infrastructure. NetApp, Inc. was founded in 1992 and is headquartered in Sunnyvale, California.",0.7194894974740761,"The company aims for growth and expansion based on the following information: NetApp, Inc. provides software, systems, and services to manage and share data on-premises, and private and public clouds worldwide. The company offers cloud data services, including NetApp Cloud Volumes Service for AWS, NetApp Cloud Sync, NetApp Cloud Tiering, NetApp Global File Cache, NetApp SaaS Backup, NetApp Cloud Manager, NetApp Fabric Orchestrator, and NetApp Cloud Insights. It also provides hybrid cloud solutions, such as NetApp ONTAP Storage Operating System, NetApp AFF A-series, NetApp AFF C190, NetApp FAS Series, FlexPod, NetApp ONTAP Select, NetApp MAX Data, NetApp Data Availability Services, NetApp SnapCenter Backup Management Software, NetApp SnapMirror Data Replication Software, NetApp SnapLock Data Compliance Software, NetApp StorageGRID Object Storage Software, NetApp Element Operating System, NetApp SolidFire, NetApp HCI, NetApp SANtricity Storage Operating System, NetApp EF-Series, NetApp E-Series, NetApp Active IQ Predictive Analytics and Support, NetApp OnCommand Insight, and NetApp OnCommand Workflow Automation. Further, it provides software maintenance, hardware maintenance, and other services, including professional services, global support solutions, and customer education and training. It serves the energy, financial services, government, high technology, internet, life sciences, healthcare services, manufacturing, media, entertainment, animation, video postproduction, and telecommunications through a direct sales force and an ecosystem of partners. NetApp has strategic partnership with Fujitsu for data management infrastructure. NetApp, Inc. was founded in 1992 and is headquartered in Sunnyvale, California. How successful does this suggest the company is?",Neutral,0.9649911522865295,14,Technology
CENT,2339364000.0,2695509000.0,"Central Garden &amp; Pet Company produces and distributes various products for the lawn and garden, and pet supplies markets in the United States. It provides pet supplies products, including edible chews and treats, dog chew toys, dog play toys, natural dog treats and chews, pet dental chews and solutions, dog training pads, pet containment, grooming supplies, and other accessories; products for birds, small animals, and specialty pets comprising food, cages and habitats, toys, chews, and related accessories; animal and household health and insect control products; live fish and products for fish, reptiles, and other aquarium-based pets, such as aquariums, furniture and lighting fixtures, pumps, filters, water conditioners, food, and supplements; and products for horses and livestock, as well as outdoor cushions and pillows. The company sells its pet supplies products under the Aqueon, Cadet, Comfort Zone, Farnam, Four Paws, Kaytee, K&amp;H Pet Products, Nylabone, and Zilla brands, as well as under Adams, Altosid, Arden Companies, Coralife, C&amp;S Products, Interpet, Pet Select, TFH, and Zodiac other brands. It also offers lawn and garden supplies products that include grass seed; wild bird feed, bird feeders, bird houses, and other birding accessories; fertilizers; decorative outdoor lifestyle products; live plants; and weed and grass, as well as other herbicides, insecticide, and pesticide products. The company sells its lawn and garden supplies products under the AMDRO, Ironite, Pennington, and Sevin brands, as well as under Bell Nursery, Lilly Miller, and Over-N-Out other brand names. Central Garden &amp; Pet Company was founded in 1955 and is based in Walnut Creek, California.",1.1522400960260994,"The company aims for growth and expansion based on the following information: Central Garden &amp; Pet Company produces and distributes various products for the lawn and garden, and pet supplies markets in the United States. It provides pet supplies products, including edible chews and treats, dog chew toys, dog play toys, natural dog treats and chews, pet dental chews and solutions, dog training pads, pet containment, grooming supplies, and other accessories; products for birds, small animals, and specialty pets comprising food, cages and habitats, toys, chews, and related accessories; animal and household health and insect control products; live fish and products for fish, reptiles, and other aquarium-based pets, such as aquariums, furniture and lighting fixtures, pumps, filters, water conditioners, food, and supplements; and products for horses and livestock, as well as outdoor cushions and pillows. The company sells its pet supplies products under the Aqueon, Cadet, Comfort Zone, Farnam, Four Paws, Kaytee, K&amp;H Pet Products, Nylabone, and Zilla brands, as well as under Adams, Altosid, Arden Companies, Coralife, C&amp;S Products, Interpet, Pet Select, TFH, and Zodiac other brands. It also offers lawn and garden supplies products that include grass seed; wild bird feed, bird feeders, bird houses, and other birding accessories; fertilizers; decorative outdoor lifestyle products; live plants; and weed and grass, as well as other herbicides, insecticide, and pesticide products. The company sells its lawn and garden supplies products under the AMDRO, Ironite, Pennington, and Sevin brands, as well as under Bell Nursery, Lilly Miller, and Over-N-Out other brand names. Central Garden &amp; Pet Company was founded in 1955 and is based in Walnut Creek, California. How successful does this suggest the company is?",Neutral,0.9999713897705078,19,Healthcare
BHE,1744235000.0,2053131000.0,"Benchmark Electronics, Inc., together with its subsidiaries, provides product design, engineering services, technology solutions, and advanced manufacturing services in the Americas, Asia, and Europe. The company offers engineering services and technology solutions, including new product design, prototype, testing, and related engineering services; and custom testing, and automation equipment design and build services. It also provides electronics manufacturing and testing services, such as printed circuit board assembly and test solutions, assembly of subsystems, circuitry and functionality testing of printed assemblies, environmental and stress testing, and component reliability testing; component engineering services; manufacturing defect analysis, in-circuit testing, functional testing, life cycle testing services, and environmental stress tests of assemblies of boards or systems; and failure analysis. In addition, the company offers precision machining and electromechanical assembly services; and subsystem and system integration services, including assembly, configuration, and testing services for various industries. Further, it provides value-added support systems; supply chain management solutions; direct order fulfillment; and aftermarket non-warranty services, including repair, replacement, refurbishment, remanufacturing, exchange, systems upgrade, and spare parts manufacturing throughout a product's life cycle. The company serves original equipment manufacturers in the aerospace and defense, medical technologies, complex industrials, test and instrumentation, telecommunications, and high-end computing industries. It sells its products primarily through direct sales force. The company was formerly known as Electronics, Inc. Benchmark Electronics, Inc. was founded in 1979 and is headquartered in Tempe, Arizona.",1.1770954028556933,"The company aims for growth and expansion based on the following information: Benchmark Electronics, Inc., together with its subsidiaries, provides product design, engineering services, technology solutions, and advanced manufacturing services in the Americas, Asia, and Europe. The company offers engineering services and technology solutions, including new product design, prototype, testing, and related engineering services; and custom testing, and automation equipment design and build services. It also provides electronics manufacturing and testing services, such as printed circuit board assembly and test solutions, assembly of subsystems, circuitry and functionality testing of printed assemblies, environmental and stress testing, and component reliability testing; component engineering services; manufacturing defect analysis, in-circuit testing, functional testing, life cycle testing services, and environmental stress tests of assemblies of boards or systems; and failure analysis. In addition, the company offers precision machining and electromechanical assembly services; and subsystem and system integration services, including assembly, configuration, and testing services for various industries. Further, it provides value-added support systems; supply chain management solutions; direct order fulfillment; and aftermarket non-warranty services, including repair, replacement, refurbishment, remanufacturing, exchange, systems upgrade, and spare parts manufacturing throughout a product's life cycle. The company serves original equipment manufacturers in the aerospace and defense, medical technologies, complex industrials, test and instrumentation, telecommunications, and high-end computing industries. It sells its products primarily through direct sales force. The company was formerly known as Electronics, Inc. Benchmark Electronics, Inc. was founded in 1979 and is headquartered in Tempe, Arizona. How successful does this suggest the company is?",Neutral,0.9997636675834656,4,Technology
PTVCB,1722827000.0,468749000.0,"Protective Insurance Corporation, through its subsidiaries, engages in marketing and underwriting of property and casualty insurance products. It offers commercial automobile insurance products, such as commercial motor vehicle liability, physical damage, and general liability insurance; workers compensation insurance; medical and indemnity insurance products; non-trucking motor vehicle liability insurance; fidelity and surety bonds; and inland marine insurance products consisting of cargo insurance, as well as workers' compensation insurance for the commercial automobile industry. The company also provides various additional services, such as risk surveys and analyses, safety program design and monitoring, government compliance assistance, loss control, and cost studies; research, development, and consultation in connection with new insurance programs that comprise the development of systems to assist customers in monitoring their accident data; and claims handling services to clients with self-insurance programs. Protective Insurance Corporation serves trucking and public transportation fleets, as well as independent contractors in the trucking industry. It primarily operates in the United States, Puerto Rico, Canada, and Bermuda. The company was formerly known as Baldwin &amp; Lyons, Inc. and changed its name to Protective Insurance Corporation in August 2018. Protective Insurance Corporation was founded in 1930 and is headquartered in Carmel, Indiana.",0.27208129429130146,"The company aims for growth and expansion based on the following information: Protective Insurance Corporation, through its subsidiaries, engages in marketing and underwriting of property and casualty insurance products. It offers commercial automobile insurance products, such as commercial motor vehicle liability, physical damage, and general liability insurance; workers compensation insurance; medical and indemnity insurance products; non-trucking motor vehicle liability insurance; fidelity and surety bonds; and inland marine insurance products consisting of cargo insurance, as well as workers' compensation insurance for the commercial automobile industry. The company also provides various additional services, such as risk surveys and analyses, safety program design and monitoring, government compliance assistance, loss control, and cost studies; research, development, and consultation in connection with new insurance programs that comprise the development of systems to assist customers in monitoring their accident data; and claims handling services to clients with self-insurance programs. Protective Insurance Corporation serves trucking and public transportation fleets, as well as independent contractors in the trucking industry. It primarily operates in the United States, Puerto Rico, Canada, and Bermuda. The company was formerly known as Baldwin &amp; Lyons, Inc. and changed its name to Protective Insurance Corporation in August 2018. Protective Insurance Corporation was founded in 1930 and is headquartered in Carmel, Indiana. How successful does this suggest the company is?",Neutral,0.999771773815155,17,Telecommunication
JBSS,407457000.0,880092000.0,"John B. Sanfilippo &amp; Son, Inc., together with its subsidiary, JBSS Ventures, LLC, processes and distributes tree nuts and peanuts in the United States. The company offers raw and processed nuts, including almonds, pecans, peanuts, black walnuts, English walnuts, cashews, macadamia nuts, pistachios, pine nuts, Brazil nuts, and filberts in various styles and seasonings. It also offers peanut butter in various sizes and varieties; snack and trail mixes, salad toppings, snacks, snack bites, dried fruit, and chocolate and yogurt coated products; baking ingredients; bulk food products; sunflower kernels, pepitas, almond and cashew butter, candy and confections, corn snacks, sesame sticks, and other sesame snack products; and various toppings for ice cream and yogurt. In addition, the company operates a retail store. The company provides its products under the Fisher, Orchard Valley Harvest, Squirrel Brand, Southern Style Nuts, and Sunshine Country brands, as well as under various private brands. It serves retailers and wholesalers, and commercial ingredient and contract packaging customers through a network of independent brokers, distributors, and suppliers. John B. Sanfilippo &amp; Son, Inc. was founded in 1959 and is headquartered in Elgin, Illinois.",2.1599628917898084,"The company aims for growth and expansion based on the following information: John B. Sanfilippo &amp; Son, Inc., together with its subsidiary, JBSS Ventures, LLC, processes and distributes tree nuts and peanuts in the United States. The company offers raw and processed nuts, including almonds, pecans, peanuts, black walnuts, English walnuts, cashews, macadamia nuts, pistachios, pine nuts, Brazil nuts, and filberts in various styles and seasonings. It also offers peanut butter in various sizes and varieties; snack and trail mixes, salad toppings, snacks, snack bites, dried fruit, and chocolate and yogurt coated products; baking ingredients; bulk food products; sunflower kernels, pepitas, almond and cashew butter, candy and confections, corn snacks, sesame sticks, and other sesame snack products; and various toppings for ice cream and yogurt. In addition, the company operates a retail store. The company provides its products under the Fisher, Orchard Valley Harvest, Squirrel Brand, Southern Style Nuts, and Sunshine Country brands, as well as under various private brands. It serves retailers and wholesalers, and commercial ingredient and contract packaging customers through a network of independent brokers, distributors, and suppliers. John B. Sanfilippo &amp; Son, Inc. was founded in 1959 and is headquartered in Elgin, Illinois. How successful does this suggest the company is?",Neutral,0.9998712539672852,19,Telecommunication
BYND,468006000.0,406785000.0,"Beyond Meat, Inc., a food company, manufactures, markets, and sells plant-based meat products in the United States and internationally. It operates under the Beyond Meat, Beyond Burger, Beyond Beef, Beyond Sausage, Beyond Breakfast Sausage, Beyond Chicken, Beyond Fried Chicken, Beyond Meatball, the Caped Steer Logo, Go Beyond, Eat What You Love, The Cookout Classic, The Future of Protein, and The Future of Protein Beyond Meat and design trademarks. The company sells its products through grocery, mass merchandiser, club, convenience store, natural retailer channels, restaurants, foodservice outlets, and schools, as well as through an e-commerce site. The company was formerly known as Savage River, Inc. and changed its name to Beyond Meat, Inc. in September 2018. Beyond Meat, Inc. was founded in 2009 and is headquartered in El Segundo, California.",0.8691875745182754,"The company aims for growth and expansion based on the following information: Beyond Meat, Inc., a food company, manufactures, markets, and sells plant-based meat products in the United States and internationally. It operates under the Beyond Meat, Beyond Burger, Beyond Beef, Beyond Sausage, Beyond Breakfast Sausage, Beyond Chicken, Beyond Fried Chicken, Beyond Meatball, the Caped Steer Logo, Go Beyond, Eat What You Love, The Cookout Classic, The Future of Protein, and The Future of Protein Beyond Meat and design trademarks. The company sells its products through grocery, mass merchandiser, club, convenience store, natural retailer channels, restaurants, foodservice outlets, and schools, as well as through an e-commerce site. The company was formerly known as Savage River, Inc. and changed its name to Beyond Meat, Inc. in September 2018. Beyond Meat, Inc. was founded in 2009 and is headquartered in El Segundo, California. How successful does this suggest the company is?",Neutral,0.991649866104126,19,Retail
SHBI,1933315000.0,59446000.0,"Shore Bancshares, Inc. operates as a bank holding company for the Shore United Bank that provides various commercial and consumer banking products and services to individuals, businesses, and other organizations. It offers checking, savings, overnight investment sweep, and money market accounts; and regular and IRA certificates of deposit, as well as CDARS programs and cash management services. The company also provides commercial loans, such as secured and unsecured loans, working capital loans, lines of credit, term loans, accounts receivable financing, real estate acquisition and development loans, construction loans, and letters of credit; residential real estate construction loans; residential mortgage loans; and loans to consumers, including home equity, automobile, installment, home improvement, and personal lines of credit. In addition, it offers non-deposit products, such as mutual funds and annuities, and discount brokerage services; and trust, asset management, and financial planning services. Further, the company provides merchant credit card clearing, as well as telephone, mobile, and Internet banking services; safe deposit boxes; debit and credit cards; direct deposit of payroll; and automatic teller machine (ATM) services. It operates 22 full service branches, 24 ATMs, 2 loan production offices in Baltimore City, Baltimore County, Howard County, Kent County, Queen Anne's County, Caroline County, Talbot County, Dorchester County, and Worcester County in Maryland; Kent County, Delaware; and Accomack County, Virginia. The company was founded in 1876 and is headquartered in Easton, Maryland.",0.030748222612455807,"The company aims for growth and expansion based on the following information: Shore Bancshares, Inc. operates as a bank holding company for the Shore United Bank that provides various commercial and consumer banking products and services to individuals, businesses, and other organizations. It offers checking, savings, overnight investment sweep, and money market accounts; and regular and IRA certificates of deposit, as well as CDARS programs and cash management services. The company also provides commercial loans, such as secured and unsecured loans, working capital loans, lines of credit, term loans, accounts receivable financing, real estate acquisition and development loans, construction loans, and letters of credit; residential real estate construction loans; residential mortgage loans; and loans to consumers, including home equity, automobile, installment, home improvement, and personal lines of credit. In addition, it offers non-deposit products, such as mutual funds and annuities, and discount brokerage services; and trust, asset management, and financial planning services. Further, the company provides merchant credit card clearing, as well as telephone, mobile, and Internet banking services; safe deposit boxes; debit and credit cards; direct deposit of payroll; and automatic teller machine (ATM) services. It operates 22 full service branches, 24 ATMs, 2 loan production offices in Baltimore City, Baltimore County, Howard County, Kent County, Queen Anne's County, Caroline County, Talbot County, Dorchester County, and Worcester County in Maryland; Kent County, Delaware; and Accomack County, Virginia. The company was founded in 1876 and is headquartered in Easton, Maryland. How successful does this suggest the company is?",Neutral,0.999991774559021,1,Telecommunication
LC,1863293000.0,450059000.0,"LendingClub Corporation, operates as a bank holding company for LendingClub Bank, National Association that provides range of financial products and services through a technology-driven platform in the United States. The company provides commercial and industrial, commercial real estate, small business, and equipment loans, as well as leases equipment; and unsecured personal and auto, patient finance, and education finance loans. It also operates an online lending marketplace platform that connects borrowers and investors. The company was incorporated in 2006 and is headquartered in San Francisco, California.",0.24153957536469037,"The company aims for growth and expansion based on the following information: LendingClub Corporation, operates as a bank holding company for LendingClub Bank, National Association that provides range of financial products and services through a technology-driven platform in the United States. The company provides commercial and industrial, commercial real estate, small business, and equipment loans, as well as leases equipment; and unsecured personal and auto, patient finance, and education finance loans. It also operates an online lending marketplace platform that connects borrowers and investors. The company was incorporated in 2006 and is headquartered in San Francisco, California. How successful does this suggest the company is?",Positive,0.7469003200531006,1,Technology
SAMG,213804000.0,107983000.0,"Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York.",0.5050560326280145,"The company aims for growth and expansion based on the following information: Silvercrest Asset Management Group Inc., a wealth management firm, provides financial advisory and related family office services in the United States. The company serves ultra-high net worth individuals and families, as well as their trusts; endowments; foundations; and other institutional investors. It also manages funds of funds and other investment funds. The company was founded in 2002 and is headquartered in New York, New York. How successful does this suggest the company is?",Neutral,0.6798017621040344,10,Finance
TXMD,181609653.0,64872280.0,"TherapeuticsMD, Inc. operates as a women's healthcare company in the United States. The company offers IMVEXXY for the treatment of moderate-to-severe dyspareunia; BIJUVA, a bio-identical hormone therapy combination of 17Ã-estradiol and progesterone for the treatment of moderate-to-severe vasomotor symptoms; and ANNOVERA, a ring-shaped contraceptive vaginal system. Its preclinical projects include the development of TX-005HR, a progesterone-alone transdermal cream; TX-006HR, an estradiol and progesterone transdermal cream; and TX-007HR and TX-008HR, which are transdermal patch product candidates. The company's clinical development product is TX-009HR, an oral progesterone and estradiol formulation. It also manufactures and distributes branded and generic prescription prenatal vitamins under the vitaTrue, vitaPearl, vitaMedMD, and BocaGreenMD Prena1 brands. The company sells its prescription prenatal vitamin and hormone therapy drug products to wholesale distributors and retail pharmacy distributors. TherapeuticsMD, Inc. was founded in 2008 and is headquartered in Boca Raton, Florida.",0.3572072240014687,"The company aims for growth and expansion based on the following information: TherapeuticsMD, Inc. operates as a women's healthcare company in the United States. The company offers IMVEXXY for the treatment of moderate-to-severe dyspareunia; BIJUVA, a bio-identical hormone therapy combination of 17Ã-estradiol and progesterone for the treatment of moderate-to-severe vasomotor symptoms; and ANNOVERA, a ring-shaped contraceptive vaginal system. Its preclinical projects include the development of TX-005HR, a progesterone-alone transdermal cream; TX-006HR, an estradiol and progesterone transdermal cream; and TX-007HR and TX-008HR, which are transdermal patch product candidates. The company's clinical development product is TX-009HR, an oral progesterone and estradiol formulation. It also manufactures and distributes branded and generic prescription prenatal vitamins under the vitaTrue, vitaPearl, vitaMedMD, and BocaGreenMD Prena1 brands. The company sells its prescription prenatal vitamin and hormone therapy drug products to wholesale distributors and retail pharmacy distributors. TherapeuticsMD, Inc. was founded in 2008 and is headquartered in Boca Raton, Florida. How successful does this suggest the company is?",Neutral,0.9955755472183228,2,Retail
